_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
me too,12/28/2014 0:07,(35-44),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,5,22,"This was a miracle drug for me. Before I started taking it  I was pretty much at wit's end. Finally was diagnosed with ADHD  after going through dozens of doctors. Immediately  it changed my world. 
I could actually focus  concentrate  and complete a task.Impossible before. I doubt I would have kept my job if I didnt start the med when I did. Pre-Adderal...anxiety  frustration  mind always going day or night  trouble having/holding conversation no concentration  constantly distracted  all making me very stressed  it was a horrible way to live. i started at 10mg twicw a day  increasing slowly over the next 4-5 mons..until now  currently at max dose of 20mg  3 times a day.My med dr actually wanted to increase to 80 mg per day  but there was an issue with insurance that was being worked out. It worked great and consistantly at each dosage  but eventually after few weeks to maybe month and half i notice my symptoms coming back. Watch for side effects- i am very active  but there was pretty quick weight loss. i think i am at 30-40 lbs lost in 4 months  im working up to 70 hrs a week  on this med 16 hr days are no prob. also i had no appetite  my mind has slowed quite a bit  i now seem to have aggressive tendecies  recently constant anger  paranoia. im like a different person. i also take with effexor  the combination was so great until recently. while it is helping in so many ways the changes have not been a problem until recently."
turner,12/18/2014 23:06,(7-12),Male,Caregiver,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,16,My son just started a few months ago on Adderall 15mg  before he his doctor tried many other drugs but nothing seemed to work. Since he has been on this medication he can stay focused at school and home. His sleeping is fine  the only problem is getting him to eat!! But I found pedia sure helps him balance a healthier diet.
elainetatl,12/15/2014 21:15,(55-64),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,11,I was diagnosed with Adult ADD at age fifty.  Adderall is an important part of my treatment regimen which includes cognitive therapies  a healthy diet and lots of exercise.
Kyle Wills,12/9/2014 16:03,(19-24),Male,Patient,less than 1 month,Other,2,4,5,3,I started taking Adderall for my ADD. The doctors started me on 20mg long release capsules to start off with. The first week few weeks of taking it I noticed an increase in confidence and energy. It helped my in school tremendously. While I was taking it  I felt incredible. After the second week I began to develop a tolerance for it. I began to feel unmotivated  angry  and depressed without it. I began to crave more and more of it until I couldn't function without it. When my superscription was empty  I had to force myself to not refill it. I knew that if I continued to use it it would only make my life harder. I told my doctor that this drug is not for me. Adderall is highly addictive and I do not recommend it.
Mother Hen,12/5/2014 0:12,(35-44),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,3,3,4,5,I have experienced memory problems and dental issues while taking this medication.  My mood is great and I can get tasks completed at home. However  at work I still have a hard time concentrating.
,11/22/2014 17:21,(55-64),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,4,3,23,I have been taking generic adderall for 3-4yrs. Like many other reviewers  I have experienced irritating jaw clenching when the drug wears off.  I have done my homework and found that with certain generic manufacturers this happens and others not.  Most pharmaceies in my area carry TEVA manufacturer (also M'ckROOT)  which I DO get clenching with this. CORE PHARMACEUTICALS is the one that I do NOT get grinding and glenching with. Find a pharmacy that can order this or can stock it.
Anti-adderall,11/17/2014 22:49,(55-64),Male,Patient,6 months to less than 1 year,Other,1,2,3,2,It caused paranoid thoughts  inability to focus  emptiness  . I threw it in the toilet. I think it's poison.
TRB50,10/19/2014 8:55,(55-64),Female,Patient,6 months to less than 1 year,Other,4,5,5,1,I am a Cancer patient and the medications I take to keep me free of Cancer also make me very tired. My oncologist recommended Adderall for the times when I think I may need it. For example  when I know I am going out for the night  I take 5 mg to basically stay awake and enjoy the party  dinner  show  etc.. Main problem is taking it too late (after 2pm) it's hard to fall asleep when I do get home so I found 3-5mg of Melatonin helps. I don't go out very often so 1 prescription can last for months.
barejewels,10/18/2014 19:50,(35-44),Female,Patient,10 years or more,Other,5,5,5,7,"I am ADD b4 Adderall I would put off just about everything until the last moment. My life so busy  yet never seemed to accomplish anything day in and day out.Start something then see something else needing done as I am doing the first thing I started  next thing I knew I had many things started and nothing completed. I didn't seem to ever have a lot of energy/felt tired and moody. My then doctor said I was depressed. He tried several different antidepres.(not all at once).  Nothing worked  I don't like taking pills or anything really so I wasn't taking something that had no benefit in/to me. ADD & ADHD runs on both sides of my family  I knew I was ADD guess I thought I knew how to live with it  I had this far. Long story short I ended up getting prescribed Adderall started a 5mg 3X's day ended at 20mg 3X's day  have been taking this dose for many years and has changed my life for the positive. I start & finish what I start  I don't put anything off til the last minute  I have the desire/energy to get'er done  my moodiness ""depression""-Gone. I feel like a productive adult! Now years later I drive a commercial bus; DOT Phys/Cert and Random DT'ing so Adderall has become a pain for me in this respect as DT's come back + and this new DOT Cert. Co requires I get DOT re-cert every 1yr instead of every 2yrs + proof of script to me from my phys. every year..really non-since on their part. I am sure I couldn't be a com. driver if a didn't take this script  I am a better and safer driver taking it. I would stop taking if it didn't make such a positive impact in my life. Cons"
Jade,10/14/2014 8:54,(45-54),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,2,3,3,0,
Cap Cman,9/29/2014 14:24,(25-34),Male,Patient,1 to less than 2 years,Other,1,4,4,3,It's that addy daddy. That zing a ling pow. Got you hooked like a catfish on a trotline.
marytyler,9/23/2014 16:20,(35-44),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,4,4,4,worked for the purpose  however  created a positive for meth amphetamines with my body chemistry during a drug screening. rare but it happens I am told. inconvenient at the time.
GiGi,9/13/2014 1:07,(45-54),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,6,Was able to stay focused and get more things done
,9/3/2014 21:02,(25-34),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,3,
Bill,8/18/2014 23:19,(65-74),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,7,
larrybugga,8/18/2014 19:32,(55-64),Male,Patient,1 to 6 months,Recurring Sleep Episodes During the Day,5,5,5,2,medication keeps me alert and able to concentrate.
lornadoone,8/16/2014 9:34,(55-64),Female,Patient,1 to less than 2 years,Other,5,5,5,1,after 2 cervical discectomies i began to be very off balance to the point of losing all my teeth! My last fall left me with very few memories and trouble paying attention.I have been on disability for 10 years. I have been on adderall 40 mgs for 2 yrs I still have no teeth because medicare will not pay!But the adderallle tsts me function like a real HUMAN.  yEA!!!
whiterwolf36waol.com,8/14/2014 11:38,(45-54),Female,Patient,1 to less than 2 years,Other,5,5,5,1,IVE BEEN TAKING ADDERALL FOR SEVERAL YEARS  I HAVE SEVERE DISC DISEASE FROM MY THORATIC TO MY LUMBAR.  I HAD 3 SURGERY ON MY THORATIC.  HE EXPAINED TO NE THAT IF I ABUSE THE THAT I WILL NO LONIER TAKe THE MEDICATION.
,8/13/2014 5:41,(55-64),Female,Patient,10 years or more,Recurring Sleep Episodes During the Day,5,5,5,3,I HAVE BEEN TAKE ADDERALL ORAL 80 MG. A DAY FOR PAST TEN YEARS AND I HAVE NOT DEVELOPED ANY HART PROBLEM OR BLOOD PRESSURE
Chris,8/12/2014 0:06,(45-54),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,39,I used this medication to help me stay focused. I was misdiagnosed with depression and once I started Adderall  I was able to complete all of my tasks at work. As a result  I was promoted from a Sr. Analyst to Supervisor and finally an IT Manager. Do all of the necessary evaluations and start off small. This is a powerful medication. Stay healthy my friends!
